time,Operational demand,Available generation,Emissions intensity_TAS
2021-06-28 05:00:00+00:00,1285.5,2155.778,162.9492197
2021-06-28 06:00:00+00:00,1330,2141.011683,43.3070217
2021-06-28 07:00:00+00:00,1501.5,2250.517977,25.0183148
2021-06-28 08:00:00+00:00,1586.5,2300.517667,32.7423861
2021-06-28 09:00:00+00:00,1575,2190.809565,35.41023721
2021-06-28 10:00:00+00:00,1537.5,2148.973381,31.51815109
2021-06-28 11:00:00+00:00,1463,2153.768297,56.47425939
2021-06-28 12:00:00+00:00,1370.5,2154.5815,169.6606424
2021-06-28 13:00:00+00:00,1298,2155.621113,205.346664
2021-06-28 14:00:00+00:00,1221,2157.982917,327.262774
2021-06-28 15:00:00+00:00,1198.5,2168.736933,382.9099887
2021-06-28 16:00:00+00:00,1186,2168.232187,385.2927016
2021-06-28 17:00:00+00:00,1183,2190.272658,372.1219782
2021-06-28 18:00:00+00:00,1181.5,2219.033844,373.6608826
2021-06-28 19:00:00+00:00,1218,2178.25753,336.4302755
2021-06-28 20:00:00+00:00,1325.5,2104.884505,257.3448641
2021-06-28 21:00:00+00:00,1431,1908.584632,78.15157888
2021-06-28 22:00:00+00:00,1565.5,1971.121442,134.6412749
2021-06-28 23:00:00+00:00,1561,2012.081302,161.9482795
2021-06-29 00:00:00+00:00,1457.5,1966.98725,240.8943106
2021-06-29 01:00:00+00:00,1377.5,1859.263667,281.0381859
2021-06-29 02:00:00+00:00,1308.5,1856.034517,302.001006
2021-06-29 03:00:00+00:00,1264.5,1872.529593,321.549105
2021-06-29 04:00:00+00:00,1262,1876.024233,305.9395635
2021-06-29 05:00:00+00:00,1297,1925.659547,222.975217
2021-06-29 06:00:00+00:00,1354.5,2246.376208,53.28169152
2021-06-29 07:00:00+00:00,1488,2341.456348,18.63453025
2021-06-29 08:00:00+00:00,1576,2341.383083,19.78849525
2021-06-29 09:00:00+00:00,1567.5,2201.875955,22.39600485
2021-06-29 10:00:00+00:00,1528.5,2227.603623,16.85813731
2021-06-29 11:00:00+00:00,1457.5,2241.425352,100.4903731
2021-06-29 12:00:00+00:00,1360,2263.97125,110.2190854
2021-06-29 13:00:00+00:00,1285,2253.351548,158.7762653
2021-06-29 14:00:00+00:00,1207.5,2249.424,277.4512754
2021-06-29 15:00:00+00:00,1172,2234.122338,346.9949686
2021-06-29 16:00:00+00:00,1177.5,2238.479103,325.3504017
2021-06-29 17:00:00+00:00,1181.5,2221.397102,309.5867893
2021-06-29 18:00:00+00:00,1187.5,2244.676962,301.7069757
2021-06-29 19:00:00+00:00,1227.5,2243.402373,294.1460685
2021-06-29 20:00:00+00:00,1325.5,2235.933933,234.4211086
2021-06-29 21:00:00+00:00,1435,2187.084453,72.1763187
2021-06-29 22:00:00+00:00,1519.5,2092.721923,50.03278021
2021-06-29 23:00:00+00:00,1500.5,1892.373255,85.94212922
2021-06-30 00:00:00+00:00,1379,1955.185333,66.79198238
2021-06-30 01:00:00+00:00,1296.5,1837.178583,146.9337967
2021-06-30 02:00:00+00:00,1230,1848.985503,146.7022926
2021-06-30 03:00:00+00:00,1194,1793.171253,256.5397962
2021-06-30 04:00:00+00:00,1203,1816.899417,241.483019
2021-06-30 05:00:00+00:00,1223.5,1790.353363,244.2858953
2021-06-30 06:00:00+00:00,1282.5,2056.053,67.46128465
2021-06-30 07:00:00+00:00,1410,2305.746727,0
2021-06-30 08:00:00+00:00,1485.5,2300.818417,0
2021-06-30 09:00:00+00:00,1471.5,2327.312782,0
2021-06-30 10:00:00+00:00,1421,2349.715734,0
2021-06-30 11:00:00+00:00,1393,2339.814173,0
2021-06-30 12:00:00+00:00,1310.5,2355.137833,0
2021-06-30 13:00:00+00:00,1250,2358.385329,0
2021-06-30 14:00:00+00:00,1175.5,2369.587333,0
2021-06-30 15:00:00+00:00,1153.5,2375.256977,52.06340393
2021-06-30 16:00:00+00:00,1123,2371.075598,211.7613445
2021-06-30 17:00:00+00:00,1125.5,2338.697075,243.0986397
2021-06-30 18:00:00+00:00,1122.5,2336.555684,240.8342124
2021-06-30 19:00:00+00:00,1169,2340.59834,52.57943101
2021-06-30 20:00:00+00:00,1255,2329.431945,0
2021-06-30 21:00:00+00:00,1399,2331.760398,15.34161569
2021-06-30 22:00:00+00:00,1515.5,2345.813833,19.92131997
2021-06-30 23:00:00+00:00,1488.5,2272.407098,13.42033
2021-07-01 00:00:00+00:00,1384,2147.105167,0
2021-07-01 01:00:00+00:00,1320,2097.14275,0
2021-07-01 02:00:00+00:00,1263,1974.501218,0
2021-07-01 03:00:00+00:00,1238.5,1972.127792,87.65193694
2021-07-01 04:00:00+00:00,1240,1990.06862,127.0943862
2021-07-01 05:00:00+00:00,1228.5,2101.797648,26.74468837
2021-07-01 06:00:00+00:00,1259.5,2130.873083,0
2021-07-01 07:00:00+00:00,1355.5,2181.468387,9.559883591
2021-07-01 08:00:00+00:00,1426,2206.527,20.8649426
2021-07-01 09:00:00+00:00,1413.5,2197.411861,13.68703389
2021-07-01 10:00:00+00:00,1382.5,2183.368204,0
2021-07-01 11:00:00+00:00,1362.5,2215.202117,0
2021-07-01 12:00:00+00:00,1282.5,2217.457667,0
2021-07-01 13:00:00+00:00,1198,2232.349544,0
2021-07-01 14:00:00+00:00,1159,2266.83175,0
2021-07-01 15:00:00+00:00,1120.5,2282.994467,10.6747077
2021-07-01 16:00:00+00:00,1099,2265.626333,197.5303145
2021-07-01 17:00:00+00:00,1087.5,2218.762048,388.5583977
2021-07-01 18:00:00+00:00,1095,2250.780051,349.2086413
2021-07-01 19:00:00+00:00,1128.5,2215.025143,283.3116237
2021-07-01 20:00:00+00:00,1213.5,2200.622043,139.3690294
2021-07-01 21:00:00+00:00,1347.5,2152.051949,68.18317913
2021-07-01 22:00:00+00:00,1428.5,2079.336502,48.761851
2021-07-01 23:00:00+00:00,1419,2079.345924,67.66396684
2021-07-02 00:00:00+00:00,1384,2076.706917,64.06407966
2021-07-02 01:00:00+00:00,1337.5,2026.304667,100.673194
2021-07-02 02:00:00+00:00,1297,2045.500737,253.8917684
2021-07-02 03:00:00+00:00,1261.5,2070.905927,282.1230771
2021-07-02 04:00:00+00:00,1266,2122.413913,263.63883
2021-07-02 05:00:00+00:00,1259,2078.647928,196.9394755
2021-07-02 06:00:00+00:00,1288,2014.623842,85.48804167
2021-07-02 07:00:00+00:00,1378,2055.351278,0
2021-07-02 08:00:00+00:00,1431.5,2056.324417,0
2021-07-02 09:00:00+00:00,1397,2054.670778,0
2021-07-02 10:00:00+00:00,1370.5,2042.58725,39.20536103
2021-07-02 11:00:00+00:00,1322,2052.230047,121.9957912
2021-07-02 12:00:00+00:00,1278.5,2080.98275,84.2196635
2021-07-02 13:00:00+00:00,1211.5,2096.502472,83.85254694
2021-07-02 14:00:00+00:00,1155.5,2167.2645,49.31864381
2021-07-02 15:00:00+00:00,1085.5,2191.699865,71.88735831
2021-07-02 16:00:00+00:00,1085.5,2160.825083,87.07672536
2021-07-02 17:00:00+00:00,1072.5,2150.027257,98.10705036
2021-07-02 18:00:00+00:00,1050,2154.094669,176.8441732
2021-07-02 19:00:00+00:00,1060,2124.478473,206.416711
2021-07-02 20:00:00+00:00,1117.5,2161.607572,116.9408767
2021-07-02 21:00:00+00:00,1179,2142.381065,17.17719496
2021-07-02 22:00:00+00:00,1269,2155.69571,0
2021-07-02 23:00:00+00:00,1332.5,2178.969054,33.1987835
2021-07-03 00:00:00+00:00,1305,2152.8975,164.7560594
2021-07-03 01:00:00+00:00,1229.5,2155.503417,224.6547889
2021-07-03 02:00:00+00:00,1146.5,2081.986153,299.3418005
2021-07-03 03:00:00+00:00,1133.5,2060.2229,238.460192
2021-07-03 04:00:00+00:00,1155,2033.78149,268.212085
2021-07-03 05:00:00+00:00,1192,2109.186655,263.845916
2021-07-03 06:00:00+00:00,1250,2073.513217,134.6470868
2021-07-03 07:00:00+00:00,1363.5,2187.013852,12.96744127
2021-07-03 08:00:00+00:00,1465.5,2201.526083,0
2021-07-03 09:00:00+00:00,1443.5,2203.097763,0
2021-07-03 10:00:00+00:00,1400.5,2188.565767,29.89360678
2021-07-03 11:00:00+00:00,1358.5,2173.652623,100.8903134
2021-07-03 12:00:00+00:00,1315,2198.013667,191.7122615
2021-07-03 13:00:00+00:00,1244.5,2183.641868,187.3175568
2021-07-03 14:00:00+00:00,1200,2172.727833,300.0983888
2021-07-03 15:00:00+00:00,1156.5,2183.773248,359.4099171
2021-07-03 16:00:00+00:00,1137.5,2145.445755,365.2727456
2021-07-03 17:00:00+00:00,1132.5,2164.250328,355.5701707
2021-07-03 18:00:00+00:00,1131.5,2215.105175,353.4044336
2021-07-03 19:00:00+00:00,1141,2248.402773,342.4399663
2021-07-03 20:00:00+00:00,1158.5,2304.648115,327.2370828
2021-07-03 21:00:00+00:00,1192,2202.855203,288.8362226
2021-07-03 22:00:00+00:00,1281.5,2218.562371,180.0081823
2021-07-03 23:00:00+00:00,1410,2265.774254,222.7769466
2021-07-04 00:00:00+00:00,1453.5,2269.139167,259.4720626
2021-07-04 01:00:00+00:00,1422,2229.8655,266.5399429
2021-07-04 02:00:00+00:00,1383.5,2213.729833,276.5543855
2021-07-04 03:00:00+00:00,1334.5,2264.175582,258.997821
2021-07-04 04:00:00+00:00,1305,2288.18235,257.1033037
2021-07-04 05:00:00+00:00,1361,2270.776047,265.1574298
2021-07-04 06:00:00+00:00,1390,2277.478717,118.7201731
2021-07-04 07:00:00+00:00,1495.5,2420.696263,12.259121
2021-07-04 08:00:00+00:00,1575.5,2495.442167,0
2021-07-04 09:00:00+00:00,1515,2490.630168,0
2021-07-04 10:00:00+00:00,1464.5,2500.819703,0
2021-07-04 11:00:00+00:00,1408,2459.966578,0
2021-07-04 12:00:00+00:00,1335.5,2457.151667,0
2021-07-04 13:00:00+00:00,1227.5,2444.593051,0
2021-07-04 14:00:00+00:00,1152.5,2406.645083,0
2021-07-04 15:00:00+00:00,1130,2438.859848,19.39754516
2021-07-04 16:00:00+00:00,1110.5,2433.727958,173.0680979
2021-07-04 17:00:00+00:00,1123,2471.267047,146.5403759
2021-07-04 18:00:00+00:00,1126.5,2467.528044,101.0454015
2021-07-04 19:00:00+00:00,1147,2411.640613,27.46108261
2021-07-04 20:00:00+00:00,1250.5,2380.063908,0
2021-07-04 21:00:00+00:00,1382.5,2366.040818,0
2021-07-04 22:00:00+00:00,1500.5,2313.251673,0
2021-07-04 23:00:00+00:00,1500.5,2197.816698,0
2021-07-05 00:00:00+00:00,1436,2267.823583,0
2021-07-05 01:00:00+00:00,1357.5,2271.236583,0
2021-07-05 02:00:00+00:00,1313,2254.498552,0
2021-07-05 03:00:00+00:00,1263,2386.288538,0
2021-07-05 04:00:00+00:00,1260.5,2399.21553,0
2021-07-05 05:00:00+00:00,1280,2405.083122,0
2021-07-05 06:00:00+00:00,1350,2465.47,0
2021-07-05 07:00:00+00:00,1473.5,2524.272437,0
2021-07-05 08:00:00+00:00,1584.5,2529.35,0
2021-07-05 09:00:00+00:00,1562.5,2555.439973,0
2021-07-05 10:00:00+00:00,1519,2519.788716,0
2021-07-05 11:00:00+00:00,1466.5,2530.604092,0
2021-07-05 12:00:00+00:00,1381,2518.457667,0
2021-07-05 13:00:00+00:00,1289,2502.616424,0
2021-07-05 14:00:00+00:00,1207,2509.186333,0
2021-07-05 15:00:00+00:00,1174.5,2488.234985,0
2021-07-05 16:00:00+00:00,1159,2467.422466,0
2021-07-05 17:00:00+00:00,1155,2525.959341,0
2021-07-05 18:00:00+00:00,1159.5,2502.184602,0
2021-07-05 19:00:00+00:00,1191.5,2462.651753,0
2021-07-05 20:00:00+00:00,1287,2409.665868,0
2021-07-05 21:00:00+00:00,1417.5,2383.517187,0
2021-07-05 22:00:00+00:00,1522,2243.567996,0
2021-07-05 23:00:00+00:00,1502,2177.719748,0.955235555
2021-07-06 00:00:00+00:00,1412,2109.768333,19.56151141
2021-07-06 01:00:00+00:00,1351.5,2077.776333,22.00398677
2021-07-06 02:00:00+00:00,1324,2065.911423,33.33680876
2021-07-06 03:00:00+00:00,1289,2055.921807,27.70832184
2021-07-06 04:00:00+00:00,1292,2066.283373,15.72046404
2021-07-06 05:00:00+00:00,1297,2096.467483,15.58033276
2021-07-06 06:00:00+00:00,1328,2218.314067,12.23108294
2021-07-06 07:00:00+00:00,1430.5,2215.977886,0
2021-07-06 08:00:00+00:00,1529.5,2215.334917,0
2021-07-06 09:00:00+00:00,1513,2233.191813,0
2021-07-06 10:00:00+00:00,1487,2254.895695,0
2021-07-06 11:00:00+00:00,1440.5,2251.508018,0
2021-07-06 12:00:00+00:00,1372,2249.614917,0
2021-07-06 13:00:00+00:00,1269.5,2267.52761,0
2021-07-06 14:00:00+00:00,1209.5,2268.743083,0
2021-07-06 15:00:00+00:00,1191.5,2264.626988,0
2021-07-06 16:00:00+00:00,1182.5,2280.197306,0
2021-07-06 17:00:00+00:00,1170,2255.820417,0
2021-07-06 18:00:00+00:00,1164,2275.200474,0
2021-07-06 19:00:00+00:00,1215,2289.908893,0
2021-07-06 20:00:00+00:00,1312.5,2280.273938,2.078794422
2021-07-06 21:00:00+00:00,1465.5,2291.087455,8.320247926
2021-07-06 22:00:00+00:00,1599,2268.085095,9.670206492
2021-07-06 23:00:00+00:00,1585,2248.136155,14.64749318
2021-07-07 00:00:00+00:00,1487.5,2183.501333,13.88462298
2021-07-07 01:00:00+00:00,1379.5,2065.6405,14.98789248
2021-07-07 02:00:00+00:00,1319,2064.726248,2.576690219
2021-07-07 03:00:00+00:00,1275,2101.011355,0
2021-07-07 04:00:00+00:00,1278,2090.943917,0
2021-07-07 05:00:00+00:00,1284,2117.263685,0
2021-07-07 06:00:00+00:00,1344,2274.922508,0
2021-07-07 07:00:00+00:00,1465,2283.322409,0
2021-07-07 08:00:00+00:00,1598.5,2289.158917,0
2021-07-07 09:00:00+00:00,1596,2298.595577,0
2021-07-07 10:00:00+00:00,1554,2286.075473,0
2021-07-07 11:00:00+00:00,1477.5,2285.258752,0
2021-07-07 12:00:00+00:00,1394,2278.826167,0
2021-07-07 13:00:00+00:00,1311,2279.732017,0
2021-07-07 14:00:00+00:00,1240.5,2285.473417,0
2021-07-07 15:00:00+00:00,1229.5,2291.570638,0
2021-07-07 16:00:00+00:00,1230,2299.919271,0
2021-07-07 17:00:00+00:00,1232,2291.312693,0
2021-07-07 18:00:00+00:00,1218.5,2293.695172,0
2021-07-07 19:00:00+00:00,1253.5,2266.742793,0
2021-07-07 20:00:00+00:00,1348.5,2268.274497,0
2021-07-07 21:00:00+00:00,1494.5,2299.397604,0
2021-07-07 22:00:00+00:00,1606,2295.357328,0
2021-07-07 23:00:00+00:00,1600,2294.912478,0
2021-07-08 00:00:00+00:00,1527,2223.598167,0
2021-07-08 01:00:00+00:00,1428.5,2114.34425,0
2021-07-08 02:00:00+00:00,1357.5,2122.197327,0
2021-07-08 03:00:00+00:00,1327.5,2122.816973,0
2021-07-08 04:00:00+00:00,1331.5,2099.221927,0
2021-07-08 05:00:00+00:00,1356.5,2105.24587,0
2021-07-08 06:00:00+00:00,1350.5,2251.258517,0
2021-07-08 07:00:00+00:00,1509,2277.270912,0
2021-07-08 08:00:00+00:00,1604,2283.686,0
2021-07-08 09:00:00+00:00,1600.5,2278.162061,0
2021-07-08 10:00:00+00:00,1566,2278.470873,0
2021-07-08 11:00:00+00:00,1523,2302.317098,0
2021-07-08 12:00:00+00:00,1460.5,2313.958833,0
2021-07-08 13:00:00+00:00,1355.5,2317.863088,0
2021-07-08 14:00:00+00:00,1309,2319.854583,0
2021-07-08 15:00:00+00:00,1272,2336.90013,0
2021-07-08 16:00:00+00:00,1279,2352.717442,0
2021-07-08 17:00:00+00:00,1281.5,2359.774568,0
2021-07-08 18:00:00+00:00,1289.5,2358.862451,0
2021-07-08 19:00:00+00:00,1320.5,2346.6922,0
2021-07-08 20:00:00+00:00,1410,2347.251805,0
2021-07-08 21:00:00+00:00,1538.5,2333.720977,0
2021-07-08 22:00:00+00:00,1628,2343.83277,0
2021-07-08 23:00:00+00:00,1662,2333.367817,0
2021-07-09 00:00:00+00:00,1595.5,2307.8735,0
2021-07-09 01:00:00+00:00,1491.5,2283.390083,0
2021-07-09 02:00:00+00:00,1388,2281.890667,0
2021-07-09 03:00:00+00:00,1322.5,2287.120833,0
2021-07-09 04:00:00+00:00,1348.5,2305.411167,0
2021-07-09 05:00:00+00:00,1363.5,2295.123583,0
2021-07-09 06:00:00+00:00,1407,2273.441292,0
2021-07-09 07:00:00+00:00,1523,2295.45675,0
2021-07-09 08:00:00+00:00,1590.5,2308.477417,0
2021-07-09 09:00:00+00:00,1578.5,2301.274,0
2021-07-09 10:00:00+00:00,1560,2308.397167,0
2021-07-09 11:00:00+00:00,1538,2309.142667,0
2021-07-09 12:00:00+00:00,1498,2309.715583,0
2021-07-09 13:00:00+00:00,1416,2315.636345,0
2021-07-09 14:00:00+00:00,1356.5,2312.65825,0
2021-07-09 15:00:00+00:00,1315,2316.636753,0
2021-07-09 16:00:00+00:00,1295.5,2305.355943,0
2021-07-09 17:00:00+00:00,1298,2298.855706,0
2021-07-09 18:00:00+00:00,1293.5,2309.920638,0
2021-07-09 19:00:00+00:00,1301,2296.58544,0
2021-07-09 20:00:00+00:00,1352.5,2277.089492,0
2021-07-09 21:00:00+00:00,1414.5,2272.018597,0
2021-07-09 22:00:00+00:00,1490.5,2265.683785,0
2021-07-09 23:00:00+00:00,1530,2251.711642,0
2021-07-10 00:00:00+00:00,1491,2245.452,0
2021-07-10 01:00:00+00:00,1427.5,2243.001667,0
2021-07-10 02:00:00+00:00,1343.5,2243.001333,0
2021-07-10 03:00:00+00:00,1244,2243.0015,0
2021-07-10 04:00:00+00:00,1240,2243.001667,0
2021-07-10 05:00:00+00:00,1252.5,2241.168333,0
2021-07-10 06:00:00+00:00,1292,2241.058,0
2021-07-10 07:00:00+00:00,1449.5,2241.009667,0
2021-07-10 08:00:00+00:00,1538,2241.0615,0
2021-07-10 09:00:00+00:00,1512.5,2237.734655,0
2021-07-10 10:00:00+00:00,1473.5,2237.141318,0
2021-07-10 11:00:00+00:00,1443,2239.103187,0
2021-07-10 12:00:00+00:00,1405.5,2243.014917,0
2021-07-10 13:00:00+00:00,1333,2246.859657,0
2021-07-10 14:00:00+00:00,1293.5,2251.9475,0
2021-07-10 15:00:00+00:00,1274,2252.209385,0
2021-07-10 16:00:00+00:00,1249.5,2253.532763,0
2021-07-10 17:00:00+00:00,1247,2262.204635,0
2021-07-10 18:00:00+00:00,1237,2292.515099,0
2021-07-10 19:00:00+00:00,1246,2300.51609,28.9434551
2021-07-10 20:00:00+00:00,1288,2302.56538,67.67152444
2021-07-10 21:00:00+00:00,1319.5,2332.538497,133.3397182
2021-07-10 22:00:00+00:00,1411,2337.944337,139.7117634
2021-07-10 23:00:00+00:00,1478,2306.987236,178.8532004
2021-07-11 00:00:00+00:00,1448.5,2341.588667,253.6043096
2021-07-11 01:00:00+00:00,1356,2301.635333,274.7867252
2021-07-11 02:00:00+00:00,1242,2255.32801,296.341146
2021-07-11 03:00:00+00:00,1193.5,2276.479822,304.0073145
2021-07-11 04:00:00+00:00,1182,2297.13135,200.8161632
2021-07-11 05:00:00+00:00,1212,2304.523388,144.2556066
2021-07-11 06:00:00+00:00,1326.5,2299.101525,0
2021-07-11 07:00:00+00:00,1480.5,2317.542806,0
2021-07-11 08:00:00+00:00,1585,2310.456667,0
2021-07-11 09:00:00+00:00,1547.5,2324.840392,0
2021-07-11 10:00:00+00:00,1523.5,2352.720958,0
2021-07-11 11:00:00+00:00,1486,2353.470747,3.628552107
2021-07-11 12:00:00+00:00,1390.5,2302.497083,208.2209231
2021-07-11 13:00:00+00:00,1299.5,2307.942692,292.0583396
2021-07-11 14:00:00+00:00,1238.5,2353.646,273.0014094
2021-07-11 15:00:00+00:00,1206,2343.517605,340.7090147
2021-07-11 16:00:00+00:00,1191,2378.835083,334.4644085
2021-07-11 17:00:00+00:00,1180,2411.159087,332.8868531
2021-07-11 18:00:00+00:00,1184,2442.417571,328.7037152
2021-07-11 19:00:00+00:00,1220,2412.38358,313.4684907
2021-07-11 20:00:00+00:00,1291,2390.030607,178.3270787
2021-07-11 21:00:00+00:00,1388.5,2380.32664,141.8165208
2021-07-11 22:00:00+00:00,1518,2343.043611,0
2021-07-11 23:00:00+00:00,1572.5,2302.727776,0
2021-07-12 00:00:00+00:00,1556,2357.12525,21.66553908
2021-07-12 01:00:00+00:00,1520.5,2381.012583,195.5040277
2021-07-12 02:00:00+00:00,1480,2343.389628,260.128801
2021-07-12 03:00:00+00:00,1437,2345.144273,268.0115577
2021-07-12 04:00:00+00:00,1456,2318.197257,271.1509169
2021-07-12 05:00:00+00:00,1454.5,2352.916393,236.4295853
2021-07-12 06:00:00+00:00,1458,2376.916575,132.9137021
2021-07-12 07:00:00+00:00,1515.5,2387.225713,11.10886928
2021-07-12 08:00:00+00:00,1588,2386.13325,0
2021-07-12 09:00:00+00:00,1513,2368.148358,0
2021-07-12 10:00:00+00:00,1456,2388.292398,0
2021-07-12 11:00:00+00:00,1393,2372.238553,0
2021-07-12 12:00:00+00:00,1328,2368.62975,0
2021-07-12 13:00:00+00:00,1226,2437.11703,0
2021-07-12 14:00:00+00:00,1153.5,2409.991417,0
2021-07-12 15:00:00+00:00,1142,2388.737898,0
2021-07-12 16:00:00+00:00,1121,2356.425283,0
2021-07-12 17:00:00+00:00,1120,2402.55107,0
2021-07-12 18:00:00+00:00,1124,2399.910066,0
2021-07-12 19:00:00+00:00,1147.5,2347.916783,100.1301952
2021-07-12 20:00:00+00:00,1224.5,2281.153893,45.05417103
2021-07-12 21:00:00+00:00,1382.5,2182.856038,0
2021-07-12 22:00:00+00:00,1494,2167.293036,8.109335871
2021-07-12 23:00:00+00:00,1469.5,2171.721656,78.56772698
2021-07-13 00:00:00+00:00,1380.5,2201.6635,83.31124221
2021-07-13 01:00:00+00:00,1356.5,2214.261333,116.7729014
2021-07-13 02:00:00+00:00,1331.5,2247.145223,124.9719435
2021-07-13 03:00:00+00:00,1329,2215.748543,138.8185441
2021-07-13 04:00:00+00:00,1324,2188.458987,182.5785884
2021-07-13 05:00:00+00:00,1332.5,2163.772245,229.5607236
2021-07-13 06:00:00+00:00,1344,2249.928333,87.35011479
2021-07-13 07:00:00+00:00,1435.5,2241.261023,2.323556264
2021-07-13 08:00:00+00:00,1527,2233.312167,0
2021-07-13 09:00:00+00:00,1497,2241.861817,0
2021-07-13 10:00:00+00:00,1411,2228.202333,55.12044371
2021-07-13 11:00:00+00:00,1335.5,2226.48714,51.31977273
2021-07-13 12:00:00+00:00,1262,2239.727917,80.73890837
2021-07-13 13:00:00+00:00,1180,2274.578877,83.75457307
2021-07-13 14:00:00+00:00,1126.5,2281.022833,115.0533
2021-07-13 15:00:00+00:00,1092.5,2276.87237,257.1509781
2021-07-13 16:00:00+00:00,1051.5,2268.357977,380.4896616
2021-07-13 17:00:00+00:00,1045,2293.429973,370.6859274
2021-07-13 18:00:00+00:00,1039,2257.234408,361.4980429
2021-07-13 19:00:00+00:00,1062.5,2225.018867,349.7770464
2021-07-13 20:00:00+00:00,1138,2213.126407,268.2890216
2021-07-13 21:00:00+00:00,1232,2235.854066,110.4949401
2021-07-13 22:00:00+00:00,1309.5,2218.56032,0
2021-07-13 23:00:00+00:00,1341.5,2184.591178,0
2021-07-14 00:00:00+00:00,1321.5,2156.001167,2.651108808
2021-07-14 01:00:00+00:00,1291,2047.2195,139.6299729
2021-07-14 02:00:00+00:00,1290.5,2050.05995,82.2779
2021-07-14 03:00:00+00:00,1283.5,2149.058873,86.67019886
2021-07-14 04:00:00+00:00,1292.5,2216.002577,100.9504072
2021-07-14 05:00:00+00:00,1283,2195.551373,149.2643126
2021-07-14 06:00:00+00:00,1306,2250.50235,15.99087411
2021-07-14 07:00:00+00:00,1390,2244.371962,0
2021-07-14 08:00:00+00:00,1441,2224.190417,0
2021-07-14 09:00:00+00:00,1392,2238.096068,0
2021-07-14 10:00:00+00:00,1351.5,2246.495128,59.24657628
2021-07-14 11:00:00+00:00,1280.5,2277.814032,147.044173
2021-07-14 12:00:00+00:00,1202.5,2284.526083,183.3137321
2021-07-14 13:00:00+00:00,1118.5,2302.083617,238.2386645
2021-07-14 14:00:00+00:00,1060.5,2285.853167,276.2959143
2021-07-14 15:00:00+00:00,1035.5,2274.38534,347.1881902
2021-07-14 16:00:00+00:00,1019.5,2296.607031,383.9667689
2021-07-14 17:00:00+00:00,1008.5,2296.85177,376.8980893
2021-07-14 18:00:00+00:00,1014.5,2284.642855,374.245428
2021-07-14 19:00:00+00:00,1046.5,2254.532517,347.5354714
2021-07-14 20:00:00+00:00,1121.5,2206.272995,308.384026
2021-07-14 21:00:00+00:00,1244,2197.585455,178.0283624
2021-07-14 22:00:00+00:00,1354.5,2260.046482,127.7061667
2021-07-14 23:00:00+00:00,1390.5,2242.345678,192.700033
2021-07-15 00:00:00+00:00,1355,2039.3895,304.6534106
2021-07-15 01:00:00+00:00,1320.5,2079.462583,268.3805489
2021-07-15 02:00:00+00:00,1228,2122.618527,266.9972224
2021-07-15 03:00:00+00:00,1284,2117.626297,301.4603254
2021-07-15 04:00:00+00:00,1332,2211.491863,301.759118
2021-07-15 05:00:00+00:00,1348.5,2226.438545,303.0595298
2021-07-15 06:00:00+00:00,1358.5,2250.229233,203.6600009
2021-07-15 07:00:00+00:00,1410.5,2221.749897,36.25019943
2021-07-15 08:00:00+00:00,1491.5,2297.365167,0
2021-07-15 09:00:00+00:00,1480,2332.014441,0
2021-07-15 10:00:00+00:00,1468.5,2321.228573,24.57541234
2021-07-15 11:00:00+00:00,1420,2330.620003,171.0730718
2021-07-15 12:00:00+00:00,1350.5,2411.12875,282.4421408
2021-07-15 13:00:00+00:00,1259,2342.061366,309.2725122
2021-07-15 14:00:00+00:00,1189.5,2380.660833,317.731078
2021-07-15 15:00:00+00:00,1172,2364.529022,345.4206336
2021-07-15 16:00:00+00:00,1133.5,2350.143097,369.9550128
2021-07-15 17:00:00+00:00,1122.5,2270.904953,366.3958195
2021-07-15 18:00:00+00:00,1126.5,2323.585703,360.7339834
2021-07-15 19:00:00+00:00,1147.5,2363.398833,335.3439793
2021-07-15 20:00:00+00:00,1208.5,2306.273128,296.8797925
2021-07-15 21:00:00+00:00,1298,2271.842393,193.6175054
2021-07-15 22:00:00+00:00,1395.5,2318.238771,103.246781
2021-07-15 23:00:00+00:00,1443.5,2361.311613,71.10882818
2021-07-16 00:00:00+00:00,1424.5,2318.41925,104.9043616
2021-07-16 01:00:00+00:00,1385,2294.291083,134.7252326
2021-07-16 02:00:00+00:00,1340.5,2330.294483,125.1782667
2021-07-16 03:00:00+00:00,1309,2367.627268,168.2996061
2021-07-16 04:00:00+00:00,1293,2344.805703,193.3829032
2021-07-16 05:00:00+00:00,1291.5,2352.961953,185.2938639
2021-07-16 06:00:00+00:00,1309,2348.7792,149.8407588
2021-07-16 07:00:00+00:00,1387.5,2342.84503,6.329900715
2021-07-16 08:00:00+00:00,1452,2291.41225,0
2021-07-16 09:00:00+00:00,1413,2284.669763,1.773382544
2021-07-16 10:00:00+00:00,1363.5,2253.154497,79.4999822
2021-07-16 11:00:00+00:00,1319.5,2263.931428,144.8533098
2021-07-16 12:00:00+00:00,1275.5,2295.437167,235.7902666
2021-07-16 13:00:00+00:00,1236,2272.11657,283.7918612
2021-07-16 14:00:00+00:00,1180,2240.764167,330.6528729
2021-07-16 15:00:00+00:00,1125.5,2228.503615,358.2501727
2021-07-16 16:00:00+00:00,1092.5,2262.793061,361.9143165
2021-07-16 17:00:00+00:00,1073,2250.305119,366.0462012
2021-07-16 18:00:00+00:00,1063,2223.499713,361.7118862
