time,Operational demand,Available generation,Emissions intensity_SA
2021-06-29 18:00:00+00:00,1355,3029.627167,139.9398066
2021-06-29 19:00:00+00:00,1346,2974.361488,159.7727081
2021-06-29 20:00:00+00:00,1429,2954.992824,181.7075427
2021-06-29 21:00:00+00:00,1657.5,2848.690092,268.5337551
2021-06-29 22:00:00+00:00,1918,2855.598946,316.7186957
2021-06-29 23:00:00+00:00,1831.5,2851.01156,274.6088331
2021-06-30 00:00:00+00:00,1488,2569.267868,296.704869
2021-06-30 01:00:00+00:00,1194,2486.732281,327.4303031
2021-06-30 02:00:00+00:00,1014,2530.254432,254.2033761
2021-06-30 03:00:00+00:00,935.5,2495.637876,245.091636
2021-06-30 04:00:00+00:00,969.5,2524.709035,311.4271889
2021-06-30 05:00:00+00:00,1136.5,2393.26017,486.956386
2021-06-30 06:00:00+00:00,1354.5,2430.082402,664.9983874
2021-06-30 07:00:00+00:00,1748,2459.098189,738.053792
2021-06-30 08:00:00+00:00,2023,2589.676932,759.9182735
2021-06-30 09:00:00+00:00,2139,2579.431743,787.0393199
2021-06-30 10:00:00+00:00,2075.5,2610.530921,777.1850924
2021-06-30 11:00:00+00:00,1985.5,2596.09866,776.6753979
2021-06-30 12:00:00+00:00,1808,2534.20529,833.0074395
2021-06-30 13:00:00+00:00,1629.5,2551.016123,793.5766383
2021-06-30 14:00:00+00:00,1692.5,2595.837641,791.8470338
2021-06-30 15:00:00+00:00,1602,2582.140195,833.6878428
2021-06-30 16:00:00+00:00,1479.5,2561.447449,861.208703
2021-06-30 17:00:00+00:00,1398.5,2537.776583,885.5468329
2021-06-30 18:00:00+00:00,1346,2541.113022,930.2862064
2021-06-30 19:00:00+00:00,1338,2548.5025,926.5158735
2021-06-30 20:00:00+00:00,1393.5,2538.691356,807.1000918
2021-06-30 21:00:00+00:00,1593.5,2530.195583,786.8300836
2021-06-30 22:00:00+00:00,1821,2526.877921,788.3057207
2021-06-30 23:00:00+00:00,1839.5,2596.359787,767.4348624
2021-07-01 00:00:00+00:00,1621,2759.529567,670.4033662
2021-07-01 01:00:00+00:00,1355,2782.799473,640.4647531
2021-07-01 02:00:00+00:00,1210.5,2807.49382,581.2981198
2021-07-01 03:00:00+00:00,1168,2916.738542,516.8856951
2021-07-01 04:00:00+00:00,1099.5,3005.156128,462.6910523
2021-07-01 05:00:00+00:00,1173,3040.976483,446.49461
2021-07-01 06:00:00+00:00,1302,2937.33459,545.3346206
2021-07-01 07:00:00+00:00,1637.5,2730.357861,680.0356187
2021-07-01 08:00:00+00:00,2001,2640.143218,741.6057827
2021-07-01 09:00:00+00:00,2161,2638.023802,758.2264658
2021-07-01 10:00:00+00:00,2113.5,2738.077032,714.1216449
2021-07-01 11:00:00+00:00,2029.5,2902.00795,627.5715244
2021-07-01 12:00:00+00:00,1866.5,3129.610503,496.2908926
2021-07-01 13:00:00+00:00,1686,2991.355247,365.8163626
2021-07-01 14:00:00+00:00,1741.5,2814.549755,338.862511
2021-07-01 15:00:00+00:00,1643,2895.245594,224.7317132
2021-07-01 16:00:00+00:00,1498,3029.88825,192.2760337
2021-07-01 17:00:00+00:00,1408.5,3101.161833,189.8218657
2021-07-01 18:00:00+00:00,1332.5,3195.714,181.9494329
2021-07-01 19:00:00+00:00,1339.5,3268.694083,164.110119
2021-07-01 20:00:00+00:00,1416,3208.546131,175.1076804
2021-07-01 21:00:00+00:00,1635,3200.565024,199.2054614
2021-07-01 22:00:00+00:00,1902,3191.853252,274.0751173
2021-07-01 23:00:00+00:00,2064.5,3097.399155,298.7507749
2021-07-02 00:00:00+00:00,2030,2896.285228,350.0379391
2021-07-02 01:00:00+00:00,1717,2825.604918,286.0537021
2021-07-02 02:00:00+00:00,1513,3085.119769,247.7801613
2021-07-02 03:00:00+00:00,1342,3104.923312,228.6484262
2021-07-02 04:00:00+00:00,1338,3406.64812,180.485241
2021-07-02 05:00:00+00:00,1373,3468.020871,175.4687343
2021-07-02 06:00:00+00:00,1550,3564.670427,283.644657
2021-07-02 07:00:00+00:00,1921.5,3651.195149,379.0009805
2021-07-02 08:00:00+00:00,2240,3531.649856,481.9872954
2021-07-02 09:00:00+00:00,2286,3566.887893,434.6890983
2021-07-02 10:00:00+00:00,2210,3573.561444,429.8829652
2021-07-02 11:00:00+00:00,2112,3378.472428,444.1735114
2021-07-02 12:00:00+00:00,1973,3362.816994,418.5124186
2021-07-02 13:00:00+00:00,1792.5,3250.231032,462.7214935
2021-07-02 14:00:00+00:00,1819,2940.90632,548.189461
2021-07-02 15:00:00+00:00,1702,2432.813521,544.3417774
2021-07-02 16:00:00+00:00,1533.5,2454.94642,496.7910751
2021-07-02 17:00:00+00:00,1419,2318.244566,586.1229812
2021-07-02 18:00:00+00:00,1347.5,2307.285615,593.479064
2021-07-02 19:00:00+00:00,1327,2340.500323,569.3032134
2021-07-02 20:00:00+00:00,1364,2387.683707,549.9077162
2021-07-02 21:00:00+00:00,1442.5,2378.066332,523.9686995
2021-07-02 22:00:00+00:00,1572,2480.040698,492.1737071
2021-07-02 23:00:00+00:00,1663.5,2548.878871,466.1381515
2021-07-03 00:00:00+00:00,1507,2601.102757,386.1132534
2021-07-03 01:00:00+00:00,1336.5,2656.59655,280.9644667
2021-07-03 02:00:00+00:00,1239,2940.030721,213.3275464
2021-07-03 03:00:00+00:00,1169.5,3060.405516,205.9300676
2021-07-03 04:00:00+00:00,1193,3388.933778,177.1346371
2021-07-03 05:00:00+00:00,1292,3466.60984,219.5188999
2021-07-03 06:00:00+00:00,1480.5,3774.78312,309.2132404
2021-07-03 07:00:00+00:00,1751.5,3642.990772,431.3556676
2021-07-03 08:00:00+00:00,2075.5,3549.446578,489.06767
2021-07-03 09:00:00+00:00,2136.5,3486.495118,497.2299583
2021-07-03 10:00:00+00:00,2044,3432.899435,491.218147
2021-07-03 11:00:00+00:00,1956.5,3354.932083,508.3479804
2021-07-03 12:00:00+00:00,1853.5,3140.277694,501.1504967
2021-07-03 13:00:00+00:00,1712.5,2813.701903,538.5270832
2021-07-03 14:00:00+00:00,1810,2807.740928,570.5800724
2021-07-03 15:00:00+00:00,1688.5,2616.021653,523.6856816
2021-07-03 16:00:00+00:00,1514,2733.623563,406.9909964
2021-07-03 17:00:00+00:00,1391.5,2782.607086,334.7594374
2021-07-03 18:00:00+00:00,1314.5,2799.766307,298.1573181
2021-07-03 19:00:00+00:00,1284,2881.944505,226.1499721
2021-07-03 20:00:00+00:00,1302.5,2760.148871,327.661471
2021-07-03 21:00:00+00:00,1359.5,2607.48842,458.7288791
2021-07-03 22:00:00+00:00,1484,2516.963743,518.493263
2021-07-03 23:00:00+00:00,1559,2536.854077,535.8229899
2021-07-04 00:00:00+00:00,1362.5,2586.226558,435.8317901
2021-07-04 01:00:00+00:00,1160.5,2642.09773,327.1816431
2021-07-04 02:00:00+00:00,1096,2764.45457,264.3479623
2021-07-04 03:00:00+00:00,1039.5,2750.204336,240.499425
2021-07-04 04:00:00+00:00,988.5,2636.87223,285.4818454
2021-07-04 05:00:00+00:00,1056.5,2631.897066,376.7303397
2021-07-04 06:00:00+00:00,1234.5,2663.224235,562.660469
2021-07-04 07:00:00+00:00,1583,2842.314602,648.7290581
2021-07-04 08:00:00+00:00,2011,2815.141329,696.4553579
2021-07-04 09:00:00+00:00,2115.5,2717.846161,750.8849726
2021-07-04 10:00:00+00:00,2061.5,2608.413718,796.6591736
2021-07-04 11:00:00+00:00,1986.5,2569.957596,821.2496899
2021-07-04 12:00:00+00:00,1848.5,2557.2405,873.5667695
2021-07-04 13:00:00+00:00,1661.5,2556.72575,887.4482414
2021-07-04 14:00:00+00:00,1728.5,2548.175583,909.9214688
2021-07-04 15:00:00+00:00,1641.5,2537.877217,956.2875541
2021-07-04 16:00:00+00:00,1505,2535.880833,975.6264428
2021-07-04 17:00:00+00:00,1425,2541.528197,1007.694593
2021-07-04 18:00:00+00:00,1367.5,2541.830407,1030.822174
2021-07-04 19:00:00+00:00,1396.5,2540.256105,961.5045625
2021-07-04 20:00:00+00:00,1437,2536.652417,850.9167843
2021-07-04 21:00:00+00:00,1613.5,2500.846817,801.3968048
2021-07-04 22:00:00+00:00,1891.5,2501.157878,793.4510523
2021-07-04 23:00:00+00:00,2006,2544.685343,806.9016564
2021-07-05 00:00:00+00:00,1869.5,2613.291144,800.491371
2021-07-05 01:00:00+00:00,1567,2661.610308,770.9231498
2021-07-05 02:00:00+00:00,1426,2702.707824,734.0958028
2021-07-05 03:00:00+00:00,1487.5,2736.559037,709.9464608
2021-07-05 04:00:00+00:00,1639.5,2735.740166,780.5907514
2021-07-05 05:00:00+00:00,1593,2746.180466,783.9350911
2021-07-05 06:00:00+00:00,1719.5,2732.439955,802.2711731
2021-07-05 07:00:00+00:00,1933,2782.05427,833.0856548
2021-07-05 08:00:00+00:00,2242,2797.504308,826.4463241
2021-07-05 09:00:00+00:00,2323,2756.479083,827.5589148
2021-07-05 10:00:00+00:00,2237,2732.023388,802.5659533
2021-07-05 11:00:00+00:00,2119,2755.812892,830.6929884
2021-07-05 12:00:00+00:00,1945.5,2762.77786,808.1185436
2021-07-05 13:00:00+00:00,1717.5,2762.996882,789.4438544
2021-07-05 14:00:00+00:00,1750,2537.582614,801.6246179
2021-07-05 15:00:00+00:00,1650,2510.555524,793.9082029
2021-07-05 16:00:00+00:00,1510,2546.422952,816.8864385
2021-07-05 17:00:00+00:00,1413.5,2617.466189,709.4819801
2021-07-05 18:00:00+00:00,1338,2728.082349,716.1977927
2021-07-05 19:00:00+00:00,1338,2744.544692,665.9392834
2021-07-05 20:00:00+00:00,1430.5,2935.98423,624.5515149
2021-07-05 21:00:00+00:00,1665.5,3046.078868,652.2466783
2021-07-05 22:00:00+00:00,1901,3079.879269,644.2489315
2021-07-05 23:00:00+00:00,1941.5,3156.688747,638.8319655
2021-07-06 00:00:00+00:00,1718.5,3220.269944,582.4889408
2021-07-06 01:00:00+00:00,1425,2934.912527,539.2172205
2021-07-06 02:00:00+00:00,1247,2933.113092,512.8090389
2021-07-06 03:00:00+00:00,1126,2976.435453,527.9841464
2021-07-06 04:00:00+00:00,1061,2960.538739,518.5686124
2021-07-06 05:00:00+00:00,1109,2862.348173,552.0068491
2021-07-06 06:00:00+00:00,1301,2792.438945,658.8307136
2021-07-06 07:00:00+00:00,1644.5,2881.114653,774.2858496
2021-07-06 08:00:00+00:00,2058,2884.484209,810.0751537
2021-07-06 09:00:00+00:00,2223,2923.478451,764.8999935
2021-07-06 10:00:00+00:00,2192.5,2938.057201,721.3964164
2021-07-06 11:00:00+00:00,2101.5,3091.243839,671.0625883
2021-07-06 12:00:00+00:00,1945.5,3138.567209,649.8374527
2021-07-06 13:00:00+00:00,1753,3251.760247,609.9710792
2021-07-06 14:00:00+00:00,1778.5,2964.980136,514.5838771
2021-07-06 15:00:00+00:00,1646,2948.495193,342.9817885
2021-07-06 16:00:00+00:00,1505.5,2943.047349,360.6678081
2021-07-06 17:00:00+00:00,1408.5,2886.489551,397.4324474
2021-07-06 18:00:00+00:00,1357.5,2795.432914,401.5055313
2021-07-06 19:00:00+00:00,1363.5,2776.636507,441.033086
2021-07-06 20:00:00+00:00,1433.5,2998.113538,462.1922073
2021-07-06 21:00:00+00:00,1653,3234.748189,539.6354591
2021-07-06 22:00:00+00:00,1907.5,3336.195989,541.3446564
2021-07-06 23:00:00+00:00,1876.5,3519.352991,487.112597
2021-07-07 00:00:00+00:00,1594,3461.427063,453.5454631
2021-07-07 01:00:00+00:00,1297.5,3145.138648,410.688527
2021-07-07 02:00:00+00:00,1130.5,3278.2954,440.612828
2021-07-07 03:00:00+00:00,988.5,3207.635447,474.690096
2021-07-07 04:00:00+00:00,975.5,3096.416532,531.7056066
2021-07-07 05:00:00+00:00,1106.5,2980.05647,613.6917815
2021-07-07 06:00:00+00:00,1316.5,2962.836038,655.6042968
2021-07-07 07:00:00+00:00,1641,2941.68066,719.1697332
2021-07-07 08:00:00+00:00,2060.5,3131.101303,707.8629347
2021-07-07 09:00:00+00:00,2223.5,3288.810237,625.7935186
2021-07-07 10:00:00+00:00,2181.5,3428.641713,560.102827
2021-07-07 11:00:00+00:00,2074,3493.243022,440.8909317
2021-07-07 12:00:00+00:00,1928.5,3667.180122,360.54057
2021-07-07 13:00:00+00:00,1735,3544.512088,311.075062
2021-07-07 14:00:00+00:00,1743.5,3550.564667,318.8185424
2021-07-07 15:00:00+00:00,1664,3459.289667,324.5868955
2021-07-07 16:00:00+00:00,1523,3462.863917,206.4819162
2021-07-07 17:00:00+00:00,1414,3404.31175,214.3093199
2021-07-07 18:00:00+00:00,1360,3377.056417,210.5735752
2021-07-07 19:00:00+00:00,1358.5,3339.117583,205.1562722
2021-07-07 20:00:00+00:00,1455.5,3185.828966,333.4417977
2021-07-07 21:00:00+00:00,1653.5,3118.695732,407.2581474
2021-07-07 22:00:00+00:00,1872.5,3128.466055,454.6982879
2021-07-07 23:00:00+00:00,1858,3034.050042,490.611913
2021-07-08 00:00:00+00:00,1590.5,2882.980025,504.2917476
2021-07-08 01:00:00+00:00,1290.5,2626.79088,492.7222921
2021-07-08 02:00:00+00:00,1077,2605.579668,469.2893292
2021-07-08 03:00:00+00:00,1132,2628.619281,588.5970164
2021-07-08 04:00:00+00:00,1296.5,2740.557998,643.6063189
2021-07-08 05:00:00+00:00,1409,2817.051393,726.8970191
2021-07-08 06:00:00+00:00,1531,2916.985814,764.5076097
2021-07-08 07:00:00+00:00,1771.5,2909.18619,761.5929013
2021-07-08 08:00:00+00:00,2113.5,2899.511091,778.9834086
2021-07-08 09:00:00+00:00,2225,2851.599412,788.8931791
2021-07-08 10:00:00+00:00,2189.5,2857.405072,788.1171401
2021-07-08 11:00:00+00:00,2103,2897.254143,795.5231184
2021-07-08 12:00:00+00:00,1941,2815.349006,796.7926118
2021-07-08 13:00:00+00:00,1736,2824.131402,764.1250877
2021-07-08 14:00:00+00:00,1756,2777.788988,743.3414995
2021-07-08 15:00:00+00:00,1643,2705.186362,713.5474433
2021-07-08 16:00:00+00:00,1503.5,2757.523642,666.9989257
2021-07-08 17:00:00+00:00,1398.5,2735.142784,649.2853986
2021-07-08 18:00:00+00:00,1338.5,2795.131646,608.8455942
2021-07-08 19:00:00+00:00,1344.5,2948.863988,588.596968
2021-07-08 20:00:00+00:00,1457.5,3065.656084,624.7950535
2021-07-08 21:00:00+00:00,1654,2951.597389,679.4309975
2021-07-08 22:00:00+00:00,1876.5,3032.140571,722.3428956
2021-07-08 23:00:00+00:00,1860,3045.250784,716.3474982
2021-07-09 00:00:00+00:00,1627.5,2897.453694,677.8480671
2021-07-09 01:00:00+00:00,1488,2981.152145,581.353385
2021-07-09 02:00:00+00:00,1464.5,3092.353003,521.9528445
2021-07-09 03:00:00+00:00,1384,3054.882546,549.8529587
2021-07-09 04:00:00+00:00,1330.5,2988.241156,576.3179811
2021-07-09 05:00:00+00:00,1481.5,3067.578249,593.0254791
2021-07-09 06:00:00+00:00,1642.5,3039.953291,637.0541304
2021-07-09 07:00:00+00:00,1776,2953.398004,704.4256903
2021-07-09 08:00:00+00:00,2085,2807.929363,766.6763188
2021-07-09 09:00:00+00:00,2178.5,2757.16824,823.3367556
2021-07-09 10:00:00+00:00,2100.5,2713.891177,825.279407
2021-07-09 11:00:00+00:00,2007,2744.177473,817.9144214
2021-07-09 12:00:00+00:00,1869.5,2695.911873,838.3607203
2021-07-09 13:00:00+00:00,1700,2668.190273,789.2422037
2021-07-09 14:00:00+00:00,1738.5,2518.218192,847.4651729
2021-07-09 15:00:00+00:00,1659,2246.075356,818.085415
2021-07-09 16:00:00+00:00,1510.5,2232.289,814.8884738
2021-07-09 17:00:00+00:00,1401,2228.466583,847.9450672
2021-07-09 18:00:00+00:00,1337,2204.072267,899.9416725
2021-07-09 19:00:00+00:00,1316,2252.746067,868.1362576
2021-07-09 20:00:00+00:00,1337.5,2459.57723,815.7903827
2021-07-09 21:00:00+00:00,1431.5,2520.43035,841.4742209
2021-07-09 22:00:00+00:00,1539.5,2574.733076,781.7689844
2021-07-09 23:00:00+00:00,1573.5,2705.37968,708.2021063
2021-07-10 00:00:00+00:00,1446,2755.636633,632.3829456
2021-07-10 01:00:00+00:00,1256.5,2682.428559,603.3823198
2021-07-10 02:00:00+00:00,1064.5,2606.864563,589.7730325
2021-07-10 03:00:00+00:00,842,2597.357383,607.9933246
2021-07-10 04:00:00+00:00,811,2638.574391,567.4120287
2021-07-10 05:00:00+00:00,917.5,2702.543494,580.5344825
2021-07-10 06:00:00+00:00,1133.5,2674.040185,635.357782
2021-07-10 07:00:00+00:00,1506,2705.808424,700.2493438
2021-07-10 08:00:00+00:00,1851,2858.407953,675.3029183
2021-07-10 09:00:00+00:00,1963.5,3050.47263,597.8959052
2021-07-10 10:00:00+00:00,1923,3096.121504,560.7991189
2021-07-10 11:00:00+00:00,1838.5,3214.369505,502.6359084
2021-07-10 12:00:00+00:00,1761,3220.852763,432.9522952
2021-07-10 13:00:00+00:00,1651.5,3125.140839,368.4001619
2021-07-10 14:00:00+00:00,1739.5,3270.174111,279.1493547
2021-07-10 15:00:00+00:00,1652,3154.909083,257.4161516
2021-07-10 16:00:00+00:00,1474,3209.032083,233.7607013
2021-07-10 17:00:00+00:00,1368,3219.247167,231.8537251
2021-07-10 18:00:00+00:00,1295.5,3237.3615,229.6936263
2021-07-10 19:00:00+00:00,1274,3244.479583,234.0669017
2021-07-10 20:00:00+00:00,1299.5,3183.273667,233.7110146
2021-07-10 21:00:00+00:00,1355,3209.399167,235.6699836
2021-07-10 22:00:00+00:00,1429,3243.722845,231.4455947
2021-07-10 23:00:00+00:00,1396.5,3325.314584,241.6666148
2021-07-11 00:00:00+00:00,1219.5,3140.433305,190.163999
2021-07-11 01:00:00+00:00,1260,3150.817208,188.6348554
2021-07-11 02:00:00+00:00,1345.5,3091.531298,232.0296511
2021-07-11 03:00:00+00:00,1465,3046.401401,217.3062314
2021-07-11 04:00:00+00:00,1507.5,3069.836324,222.4732714
2021-07-11 05:00:00+00:00,1508,2965.719229,183.345391
2021-07-11 06:00:00+00:00,1544,3084.556681,214.5312415
2021-07-11 07:00:00+00:00,1657,2971.514697,301.4085723
2021-07-11 08:00:00+00:00,1906.5,2896.253239,317.0985262
2021-07-11 09:00:00+00:00,2009.5,2937.678965,311.9233006
2021-07-11 10:00:00+00:00,1953,2985.789083,303.8481987
2021-07-11 11:00:00+00:00,1880,3009.35,283.3493071
2021-07-11 12:00:00+00:00,1770,2969.065833,239.8625929
2021-07-11 13:00:00+00:00,1617.5,2861.89625,218.8126522
2021-07-11 14:00:00+00:00,1683.5,2643.950048,235.7228868
2021-07-11 15:00:00+00:00,1613.5,2635.53062,233.2965532
2021-07-11 16:00:00+00:00,1483.5,2473.236291,270.2866428
2021-07-11 17:00:00+00:00,1386,2217.370887,431.0898845
2021-07-11 18:00:00+00:00,1340,2321.116987,398.7423221
2021-07-11 19:00:00+00:00,1328,2423.453116,315.1429212
2021-07-11 20:00:00+00:00,1402,2536.218121,335.5493136
2021-07-11 21:00:00+00:00,1562.5,2793.386711,429.8720323
2021-07-11 22:00:00+00:00,1767.5,2889.762638,469.7073895
2021-07-11 23:00:00+00:00,1769,2848.589258,462.9469654
2021-07-12 00:00:00+00:00,1628,2855.742421,414.8905977
2021-07-12 01:00:00+00:00,1612.5,2830.392519,319.7558047
2021-07-12 02:00:00+00:00,1569.5,2978.112051,308.5422078
2021-07-12 03:00:00+00:00,1553,2950.242762,341.1154426
2021-07-12 04:00:00+00:00,1495,2973.735582,415.4441439
2021-07-12 05:00:00+00:00,1514.5,2847.455123,520.8100171
2021-07-12 06:00:00+00:00,1603,2800.990258,631.3653521
2021-07-12 07:00:00+00:00,1791.5,2692.612,705.3408103
2021-07-12 08:00:00+00:00,2067,2651.033685,721.4272115
2021-07-12 09:00:00+00:00,2145,2645.145582,765.0023723
2021-07-12 10:00:00+00:00,2042.5,2691.187206,737.5604033
2021-07-12 11:00:00+00:00,1942.5,2688.447986,742.5529128
2021-07-12 12:00:00+00:00,1806,2645.576521,761.5113244
2021-07-12 13:00:00+00:00,1631.5,2631.003147,794.6262713
2021-07-12 14:00:00+00:00,1674,2652.179335,704.6817061
2021-07-12 15:00:00+00:00,1604,2697.926602,604.7628445
2021-07-12 16:00:00+00:00,1468.5,2728.228871,590.1076607
2021-07-12 17:00:00+00:00,1375.5,2658.542072,668.8131358
2021-07-12 18:00:00+00:00,1314,2572.492738,713.543221
2021-07-12 19:00:00+00:00,1300,2871.420308,403.8575243
2021-07-12 20:00:00+00:00,1370.5,3031.03615,413.5256225
2021-07-12 21:00:00+00:00,1505,2994.60962,515.0128341
2021-07-12 22:00:00+00:00,1727.5,3020.932267,558.4322378
2021-07-12 23:00:00+00:00,1769.5,3236.505533,443.4513116
2021-07-13 00:00:00+00:00,1481,2987.021713,354.3210511
2021-07-13 01:00:00+00:00,1264.5,3113.211018,272.9576561
2021-07-13 02:00:00+00:00,1193.5,3163.085949,192.2131436
2021-07-13 03:00:00+00:00,1149,3201.459146,194.7499239
2021-07-13 04:00:00+00:00,1229.5,3067.327513,261.5386714
2021-07-13 05:00:00+00:00,1457,3126.726596,194.786322
2021-07-13 06:00:00+00:00,1672.5,3196.925542,260.3285011
2021-07-13 07:00:00+00:00,1784,3317.524727,317.0194225
2021-07-13 08:00:00+00:00,2036.5,3532.3045,382.378748
2021-07-13 09:00:00+00:00,2099.5,3552.447833,374.5510174
2021-07-13 10:00:00+00:00,2027.5,3528.330998,334.1362858
2021-07-13 11:00:00+00:00,1987.5,3562.743822,236.9549603
2021-07-13 12:00:00+00:00,1823.5,3219.334,251.3611726
2021-07-13 13:00:00+00:00,1639.5,3079.939833,208.0692046
2021-07-13 14:00:00+00:00,1701.5,3064.920333,223.6200147
2021-07-13 15:00:00+00:00,1628.5,3092.748417,198.0654782
2021-07-13 16:00:00+00:00,1507,3104.228667,175.4689528
2021-07-13 17:00:00+00:00,1392,3096.07175,232.2603835
2021-07-13 18:00:00+00:00,1332.5,2973.373667,186.7908266
2021-07-13 19:00:00+00:00,1307.5,2860.30275,159.1751241
2021-07-13 20:00:00+00:00,1323.5,2690.287278,170.5047145
2021-07-13 21:00:00+00:00,1491,2573.139148,207.6395566
2021-07-13 22:00:00+00:00,1696,2637.059358,257.5999294
2021-07-13 23:00:00+00:00,1721.5,2770.129281,282.6365618
2021-07-14 00:00:00+00:00,1602,2768.528676,300.1873927
2021-07-14 01:00:00+00:00,1450.5,2827.56965,285.804536
2021-07-14 02:00:00+00:00,1300,2946.87282,266.7826917
2021-07-14 03:00:00+00:00,1180,3035.090459,243.7122098
2021-07-14 04:00:00+00:00,1066.5,3143.920439,252.6180496
2021-07-14 05:00:00+00:00,1126.5,3250.131463,252.046752
2021-07-14 06:00:00+00:00,1345,3208.878118,224.5958494
2021-07-14 07:00:00+00:00,1600,3246.833218,264.3385566
2021-07-14 08:00:00+00:00,1900.5,3229.908439,316.0008112
2021-07-14 09:00:00+00:00,1982.5,3278.826414,283.4083913
2021-07-14 10:00:00+00:00,1922.5,3257.911473,230.2151896
2021-07-14 11:00:00+00:00,1826,3027.366553,226.0099779
2021-07-14 12:00:00+00:00,1699,2766.359941,223.8558111
2021-07-14 13:00:00+00:00,1566,2630.771333,194.1879475
2021-07-14 14:00:00+00:00,1629.5,2651.248667,199.1967908
2021-07-14 15:00:00+00:00,1557,2720.71525,176.9944853
2021-07-14 16:00:00+00:00,1425.5,2717.22225,159.5654419
2021-07-14 17:00:00+00:00,1332.5,2742.6595,165.9946453
2021-07-14 18:00:00+00:00,1283,2784.849667,162.9816223
2021-07-14 19:00:00+00:00,1278.5,2801.339333,159.8093634
2021-07-14 20:00:00+00:00,1347,2767.383167,154.7352067
2021-07-14 21:00:00+00:00,1500,2698.002583,172.3950185
2021-07-14 22:00:00+00:00,1668.5,2739.393392,219.8479142
2021-07-14 23:00:00+00:00,1666.5,2731.113498,206.5358742
2021-07-15 00:00:00+00:00,1478.5,2647.238456,168.2932342
2021-07-15 01:00:00+00:00,1277.5,2717.116392,172.9297123
2021-07-15 02:00:00+00:00,1061.5,2864.480099,171.9570572
2021-07-15 03:00:00+00:00,1021.5,3055.988096,171.5026229
2021-07-15 04:00:00+00:00,1144.5,3057.354539,198.2051064
2021-07-15 05:00:00+00:00,1310,3111.151734,176.0220323
2021-07-15 06:00:00+00:00,1695.5,3076.670302,291.3274462
2021-07-15 07:00:00+00:00,1798.5,2896.777853,281.6256629
2021-07-15 08:00:00+00:00,1999,2874.195667,321.232751
2021-07-15 09:00:00+00:00,2122,3010.613917,355.8044558
2021-07-15 10:00:00+00:00,2074.5,2950.791167,346.532298
2021-07-15 11:00:00+00:00,1985,3001.52375,329.9979987
2021-07-15 12:00:00+00:00,1882,2926.273833,301.2613045
2021-07-15 13:00:00+00:00,1716.5,2852.747167,262.7016963
2021-07-15 14:00:00+00:00,1749.5,2941.625583,244.7279583
2021-07-15 15:00:00+00:00,1648.5,2990.587,227.8862631
2021-07-15 16:00:00+00:00,1524,2926.229833,240.9404885
2021-07-15 17:00:00+00:00,1422.5,2930.284083,254.9567147
2021-07-15 18:00:00+00:00,1377,2904.347917,236.4460196
2021-07-15 19:00:00+00:00,1377,2834.296417,217.5015123
2021-07-15 20:00:00+00:00,1438,2857.999333,158.4348862
2021-07-15 21:00:00+00:00,1585.5,2915.12025,206.4136652
2021-07-15 22:00:00+00:00,1813,3039.792148,288.5082567
2021-07-15 23:00:00+00:00,1949,3077.629153,309.303271
2021-07-16 00:00:00+00:00,1936.5,3014.827529,296.758146
2021-07-16 01:00:00+00:00,1814.5,3016.322416,246.7637459
2021-07-16 02:00:00+00:00,1607.5,3117.011295,179.7289389
2021-07-16 03:00:00+00:00,1406,3097.566998,185.442078
2021-07-16 04:00:00+00:00,1493,3165.111496,214.9043641
2021-07-16 05:00:00+00:00,1742.5,3078.27798,312.0017848
2021-07-16 06:00:00+00:00,1922,3086.133123,320.3422269
2021-07-16 07:00:00+00:00,2027.5,2913.295505,346.6278887
2021-07-16 08:00:00+00:00,2246,2919.758083,423.8270929
2021-07-16 09:00:00+00:00,2276,3026.140417,396.0992214
2021-07-16 10:00:00+00:00,2217.5,2897.144667,409.1676468
2021-07-16 11:00:00+00:00,2122.5,2945.1325,407.0967108
2021-07-16 12:00:00+00:00,1976.5,3044.6925,334.4949974
2021-07-16 13:00:00+00:00,1811.5,2981.38425,303.3094762
2021-07-16 14:00:00+00:00,1833.5,2977.948917,288.6007164
2021-07-16 15:00:00+00:00,1726,2943.715583,222.6245422
2021-07-16 16:00:00+00:00,1582.5,2893.861333,249.9743808
2021-07-16 17:00:00+00:00,1470,2940.120917,248.5204546
2021-07-16 18:00:00+00:00,1390,2945.048417,181.5382904
2021-07-16 19:00:00+00:00,1371,2984.628833,170.8991701
2021-07-16 20:00:00+00:00,1392.5,2932.55025,175.5386515
2021-07-16 21:00:00+00:00,1480,2834.166083,212.7296327
2021-07-16 22:00:00+00:00,1604.5,2925.845878,224.5584723
2021-07-16 23:00:00+00:00,1677,3020.14008,235.58901
2021-07-17 00:00:00+00:00,1636,3037.220002,198.3253865
2021-07-17 01:00:00+00:00,1555,3126.316933,183.1608993
2021-07-17 02:00:00+00:00,1426,3209.286018,177.2958063
2021-07-17 03:00:00+00:00,1305.5,3212.893428,216.4582596
2021-07-17 04:00:00+00:00,1222.5,3162.951801,177.949193
2021-07-17 05:00:00+00:00,1178.5,3097.850947,165.5300786
2021-07-17 06:00:00+00:00,1333,3063.757746,169.2034227
2021-07-17 07:00:00+00:00,1677,3356.150396,229.0039155
2021-07-17 08:00:00+00:00,2020.5,3313.743523,330.7915009
2021-07-17 09:00:00+00:00,2108,3342.649578,366.250683
2021-07-17 10:00:00+00:00,2022,3274.740137,379.3689188
